County,Population,Death_Rate,Incidence_Rate,Median_Income,Poverty_Percent,Median_Age,Median_Age_Male,Median_Age_Female,Average_Household_Size,Percentage_Married_Households,Percentage_No_High_School_Age_18_24,Percentage_High_School_Age_18_24,Percentage_Bachelor_Degree_Age_18_24,Percentage_High_School_Age_25_Over,Percentage_Bachelor_Degree_Age_25_Over,Percentage_Unemployed_Age_16_Over,Percentage_Private_Coverage,Percentage_Employed_Private_Coverage,Percentage_Public_Coverage,Percentage_Public_Coverage_Alone,Percentage_White,Percentage_Black,Percentage_Asian,Percentage_Other_Race
"Butler County, Kansas",66741,175,437.5,60123,11.3,37.8,36.5,38.7,2.63,57.05104437,15.8,29,7.3,26.8,18.6,5.6,76.6,55.1,26.5,12.7,93.56654361,2.042607275,0.939599346,0.400956243
"Callaway County, Missouri",44834,180.1,477.4,49384,14.2,37.8,36.8,38.8,2.52,49.69659443,11.5,26,5.4,38.3,14.3,5.1,74.8,55.4,28.1,12.4,91.75829107,3.675447651,0.866131131,0.538527128
"Camp County, Texas",12682,182.2,466,37801,23.9,37.8,36.4,39.4,2.81,51.29767547,27,33.2,1.1,36.5,9.9,8.5,51.7,35.6,35.8,23.3,72.00383509,17.43368488,0.343560243,7.638223074
"Christian County, Missouri",83279,146.6,417.7,51831,11.3,37.8,36.7,38.6,2.69,61.04921543,12.7,35.4,9.8,31.6,17.9,6.4,69.3,47.8,28.5,16.1,95.63556808,0.585879561,0.564867003,0.426431326
"Delaware County, Ohio",193013,152.1,460.5,97802,4.8,37.8,37.4,38.3,2.78,65.7719961,12.8,29.2,12.3,20.6,33.3,3.2,87.4,70.2,17.1,7.5,88.96690449,3.596447234,4.770456176,0.586195553
"Dillon County, South Carolina",31234,204.7,425.3,30516,29.8,37.8,35.3,39.3,2.69,41.0109432,29.6,40.7,1.8,38.9,6.2,13.2,45.2,28,49.1,32.1,47.38030857,46.64227772,0.235406394,0.846190552
"Gallatin County, Kentucky",8636,234.4,516,45483,16.7,37.8,38.3,36.6,2.73,48.75686148,12.7,66.2,3.9,44.2,7.1,6,59.7,48.1,33.6,23.1,94.12863313,1.120578966,0.606980273,2.43959379
"Jackson County, Mississippi",141425,193.7,486.8,48018,15.6,37.8,36.7,38.6,2.78,48.31017873,18.4,30.1,4.2,31.4,12.1,9.1,62.3,42,32,18.2,72.28382951,21.82603998,2.261935227,1.314367767
"Lincoln County, Colorado",5557,147.4,372.9,41248,18.3,37.8,35.8,44,2.24,51.28205128,19.5,47.4,1.6,42.2,11.6,6.3,64.2,39.7,43.4,25.9,84.51989777,11.15370573,0.091274188,0.912741877
"Madison County, Alabama",353089,164.7,437.1,58833,14.2,37.8,36.4,39.3,2.46,48.18933417,12.8,30,10.4,21.3,24.7,8.5,74.3,50,27.3,12.4,68.92979408,24.08425173,2.488757007,0.845461526
"Miller County, Arkansas",43908,212.3,423.4,40877,20.8,37.8,36.3,40.2,2.5,43.88561321,18.1,38.2,1.6,39.3,10,9.6,55.4,35,39.9,23.9,71.41253551,24.91752955,0.114542289,0.774305874
"Muskogee County, Oklahoma",69699,211.7,483.4,41015,22.2,37.8,36.4,39,2.53,46.70006452,20,40.8,2.4,35.8,13.2,8.2,52.4,34.5,39.3,23.2,60.69434951,11.08452951,0.694919116,1.720209615
"New Hanover County, North Carolina",220358,164,442.6,49905,18,37.8,36.4,39.3,2.33,43.02116444,8.9,23.8,11.5,22.1,24.7,8.9,70,43.5,29.1,14.2,81.05175723,14.36475496,1.383446509,1.007081482
"Outagamie County, Wisconsin",183245,153.4,464.9,59377,10,37.8,36.6,38.9,2.51,53.90397844,12.8,32.5,8.7,34.2,19.7,3.9,78.5,60.9,25.5,13.5,90.51931497,1.114559663,3.206229563,1.802915258
"Phillips County, Arkansas",19513,248.7,438.5,28171,35.3,37.8,35.1,39.6,2.48,32.75968039,27.8,23.4,6.6,31.7,7.2,18.1,39.3,22.2,53.1,36,36.74169977,61.5222402,0.117698985,0.068657741
"St. Lawrence County, New York",111007,183.7,498.7,43518,18.9,37.8,35.8,39.6,2.42,46.34128688,11.5,23.1,7,36.1,11,10,66.9,44.3,37.8,20.5,93.11764023,2.222103186,1.004365643,0.814205748
"Vanderburgh County, Indiana",181877,182.7,431.1,42622,17.7,37.8,36.5,39.3,2.35,43.72852581,13.2,29.9,8.8,34.5,15.8,6.2,68.4,50.7,31.7,17.6,86.15371887,9.056562147,1.071123245,0.82623204
"Wayne County, Michigan",1759335,197.9,528.7,41434,24.1,37.8,36.1,39.2,2.63,37.15664456,18.8,30.7,7.1,30.3,13.4,14.9,58.4,41,42,26,53.34252592,39.41434617,2.904772371,1.728810339
"Autauga County, Alabama",55347,178.3,475,54366,13.1,37.7,36.7,38.4,2.68,56.06981761,19.1,38.8,5.4,33.5,13.5,7.6,73.1,46.1,30,14.3,77.39990221,18.67948788,0.967023415,0.925372594
"Bowie County, Texas",93389,184.8,427.6,41883,20.1,37.7,36,39.6,2.63,47.41046585,17.3,40.9,3.2,36,11.9,8.5,59.7,40.3,36.1,19.6,69.25339488,24.27030218,0.984380871,2.232837744
"Brown County, Illinois",6829,165.8,520.2,50225,14.2,37.7,36.5,41.2,2.43,48.69158879,28.9,15.6,15.9,41.9,9.5,5.4,77.6,52.5,29.6,13.8,78.0142878,16.69339554,1.151771395,0.029158769
"Charles County, Maryland",156118,186.7,420.5,86703,7.2,37.7,36.2,38.9,2.84,52.66592692,11.5,35.7,10.9,32.2,17.2,6.3,82.3,57.3,24.3,11.3,48.40069654,42.24570224,3.26276235,0.955785119
"Chickasaw County, Mississippi",17328,198.9,521.3,31616,24.7,37.7,36,39.3,2.63,44.69463294,24.5,30.1,4.1,37.3,7.4,12.2,54.1,31.6,45.2,24.9,54.75245817,43.40750963,0.379506641,0.36800644
"Falls Church city, Virginia",13892,137.6,447.7,125635,3.2,37.7,37.1,38.6,2.57,53.27138986,4.1,17.5,37.5,7.5,34.4,4.2,92.3,70.7,13.5,2.7,77.63751127,2.126540427,11.42921551,3.554253081
"Forsyth County, North Carolina",369019,179.9,490.7,45944,19.7,37.7,36.2,39.2,2.46,44.9000398,16.7,32.4,11.9,25.6,20.9,9.5,65.3,45.3,31.6,18.5,67.04028931,25.98760244,2.056767786,2.918293317
"Greene County, Ohio",164427,159.2,437.3,59382,13.2,37.7,36.2,39.1,2.41,52.00990932,7.4,20.3,12,25.6,19.4,7.6,76.6,49.9,29.4,15.2,86.12965309,7.22751413,2.995882869,0.417803547
"Greenville County, South Carolina",491863,175.4,461.7,49659,14.7,37.7,36.5,38.7,2.58,50.47870034,15,29.9,12.3,26.3,20.7,7.6,66.7,48.1,29.3,16.5,76.24483316,18.27973291,2.137067991,1.225934559
"Lincoln County, Mississippi",34649,212.5,478.1,36118,21.6,37.7,36.2,39.7,2.62,48.44146848,16,38.9,7.8,35.7,9.3,7.5,57.7,37.6,37,22.4,68.23529412,30.79534014,0.575291241,0.046023299
"Lucas County, Ohio",433689,196.2,370.7,42344,20.7,37.7,36.1,39.4,2.4,38.87703455,16.5,28.8,8.5,31.2,14.7,11.1,64.7,46.5,37.8,22.4,72.97030906,18.83780581,1.698982948,2.037312526
"Middlesex County, New Jersey",840900,156.7,466.7,77330,8.3,37.7,36.6,38.9,2.85,55.65982883,9,22.1,14.1,26.3,24.5,7.5,74.6,59.8,23,12.1,61.04600747,9.84306877,23.23810671,3.426592798
"Newton County, Mississippi",21747,185.3,457.9,35185,22.3,37.7,37.1,38.3,2.61,48.2711272,17.9,30,5.8,30.1,10.6,10.6,58.2,38.3,38.4,21.6,63.23685547,30.35590638,0.25388912,0.189262798
"Queens County, New York",2339150,138.8,435.2,56866,15.4,37.7,36.2,39.2,2.91,44.72000041,13.6,23.5,15.1,27.3,19.3,8.6,54.5,40.9,37.4,26.5,41.14631928,18.47910969,24.38479379,12.1518083
"Saline County, Kansas",55691,175.6,439,48460,13,37.7,36.8,39.1,2.42,46.41804377,14.5,29.4,6.2,33.5,15.2,5,70.9,47.3,29.1,14.5,87.6415179,3.209832242,2.481385126,3.193684399
"Simpson County, Mississippi",27222,183.7,461.8,34338,25.9,37.7,35.5,41.1,2.77,48.13390165,22.7,35.8,2.9,38.9,8.6,10.9,49.4,29.6,44.3,27.6,62.81157622,35.69942703,0.018247509,0.255465129
"St. Clair County, Illinois",264052,191.2,488.4,50155,19.1,37.7,36.1,39.1,2.57,44.55885085,15.3,30,5.9,28.1,16,8.9,65.5,41.2,36,22.2,65.18730175,29.9132304,1.31371499,0.754225197
"St. Mary Parish, Louisiana",52810,200.6,474,42075,21.8,37.7,37.1,38.2,2.58,41.74704724,24.1,40.4,2.9,43.4,7.9,12.2,51.3,33.5,40.5,25.3,59.90531614,31.129657,1.626092326,2.019049045
"Winnebago County, Wisconsin",169546,172.9,483.9,52711,12.1,37.7,37.1,38.5,2.33,47.64356895,7.4,28.2,7.1,34,18.8,4.7,76.3,57.4,29.3,15.1,92.54455516,2.041371802,2.425978083,0.766845755
"Cherokee County, Texas",51542,174.1,454.8,38465,20.1,37.6,36.5,39.2,2.74,51.83033448,23.4,32.7,2.6,33.4,12.1,6.4,53.2,33.9,38.1,22.5,80.39947622,14.57775519,0.480778627,1.670998886
"Covington County, Mississippi",19543,205.1,461.3,31835,26.5,37.6,36.5,38.7,2.76,45.0853781,21,36.5,0.8,36.8,8.6,13.7,50.5,33.5,44.7,28.6,62.79081711,35.85845617,0.179754507,0.097581018
"Coweta County, Georgia",138427,169.3,453.6,60809,12.5,37.6,36.9,38.4,2.73,58.15650819,15.2,37.6,7.8,31.6,18,7,73.5,54.6,25.4,13.1,77.26584518,17.8929064,1.70369371,0.943664928
"Douglas County, Colorado",322387,128.4,424,107250,3.7,37.6,36.9,38.2,2.76,66.6645667,14.9,28.8,12.7,12.9,37.8,4.1,88.9,69.2,13.8,5.6,90.51255155,1.080221778,4.062559044,1.125502486
"Grant Parish, Louisiana",22343,222.7,482.7,40668,22.8,37.6,37,39,2.63,50.20147284,15.8,51.4,2.6,42.3,6,9.2,56.5,37.5,42.2,24.4,80.00626062,14.39048386,0.084965567,1.565155174
"Lake County, Illinois",703910,160,463.3,78001,9.5,37.6,35.9,39.1,2.83,58.96067254,12.8,33.6,12.1,21.3,25.6,7.9,73.8,55.4,25.3,15,80.47696821,6.953355963,6.783487789,2.967144593
"Liberty County, Florida",8331,220.4,391.5,38473,24.7,37.6,36.7,39.4,2.77,47.55445952,27.1,30.9,5.6,43.5,6.8,10.2,53.4,36.1,35.2,20.3,77.97468354,16.52802893,0.807715491,2.688366486
"Logan County, Colorado",22036,150.7,400.5,45439,17.7,37.6,36.1,41.6,2.61,49.20913884,11.2,33.1,2.9,31.3,9.8,9,59,37.1,37,22.3,91.3352791,1.445640277,2.129697191,0.957679679
"Madison County, Tennessee",97610,176.3,434,43113,20.9,37.6,36.4,39,2.56,46.36348801,10.2,30,6.1,32.9,17,8.4,62.7,42.8,37.2,22.6,59.87126212,37.0549173,1.186547706,0.407398354
"Mitchell County, Georgia",22574,179.7,511.7,32711,32.6,37.6,35.3,40.5,2.55,41.19164619,34.2,41.8,1.3,39.8,7.6,13.5,46.6,30.8,42.1,26.3,49.2515882,47.47193456,0.274127578,1.109564007
"Pemiscot County, Missouri",17482,239.8,380.6,32120,28.7,37.6,36.3,38.8,2.53,38.70967742,23.3,49.8,1.8,37.8,7.8,11.2,45.7,27.7,47.5,28,70.23602624,27.15703313,0.033637944,0.37001738
"Pinal County, Arizona",406584,133.5,330.9,49876,17.6,37.6,36.9,38.5,2.87,54.21202361,28.3,36.3,2.2,30.1,11.7,10.6,61.6,40.7,39.5,22.8,79.37255626,4.606282647,1.718440524,5.529386411
"Portage County, Ohio",162275,186.3,458.7,52047,14.2,37.6,37,38,2.54,49.96969945,6.9,24.3,10.1,37.8,16.2,8.7,74.5,56.1,28.9,15.5,91.43344225,3.903716561,1.754819422,0.418167106
"Pottawatomie County, Oklahoma",71875,190,460.2,45710,17.5,37.6,36.5,38.6,2.61,51.71564856,19,34.2,3.5,35.5,12.7,6.8,59.6,39.1,36.5,20.5,76.19911156,2.856500225,0.617127755,0.981219073
"Prowers County, Colorado",11954,202.4,405.4,39184,20.9,37.6,35.8,39.2,2.44,51.35914333,15.6,13.1,5.9,27.8,9.6,9.7,57.1,38.1,38.6,25.4,95.1777687,0.662035145,0.441356763,1.536575398
"Scott County, Iowa",172126,185.1,501.4,54959,12.2,37.6,36.6,38.6,2.46,48.58438317,12.4,30.6,10,28.3,20.4,5.4,75.2,54.9,29.9,14.8,86.18892432,7.714978176,2.28949257,0.987681918
"Snohomish County, Washington",772501,165.3,493.4,71890,9.9,37.6,36.6,38.7,2.68,52.72049671,15.4,33.3,8.3,24.3,20.9,7.5,73.3,54.3,25.9,14.1,78.83273756,2.595851085,9.51151338,2.252719804
"St. Croix County, Wisconsin",87513,163.8,315.2,75920,4.9,37.6,37.2,37.9,2.63,60.15588897,14.1,31.7,14,27.7,22.8,4.6,81.8,62.7,23,10.6,96.14714694,0.735037971,1.02882092,0.137021296
"Washoe County, Nevada",446903,166,415,52862,15.4,37.6,36.8,38.4,2.58,45.20183955,15.9,28.7,7.8,24,18.2,9.1,65.4,45.7,28.1,15.6,80.45763518,2.406331677,5.309883017,5.805723428
"Wilbarger County, Texas",13027,181.5,480.2,39377,15.8,37.6,36.6,38.4,2.41,45.51036071,18.7,47.6,3.1,29.9,13.1,7.5,59.5,38.2,35.9,18.5,82.82413741,9.135126919,0.531995744,4.537163703
"Beauregard Parish, Louisiana",36462,198.3,463.7,43918,18.9,37.5,35.9,39.3,2.69,55.69495134,29.6,46.1,5.1,42.7,10.7,5.7,59.6,35,35.9,19.8,82.13133291,13.17466008,0.612261783,0.554345128
"Broomfield County, Colorado",65065,158.4,417.3,85885,4,37.5,36.6,38.1,2.57,57.20113892,11.5,29.7,23,14.7,32.8,5.5,82.8,63.4,19.9,9.5,86.74607489,1.001663948,6.003393796,2.136773258
"Dakota County, Minnesota",414686,154.4,386,76269,7.3,37.5,36.5,38.6,2.59,54.81702095,13.4,30.2,13.4,21.6,27.8,5,82.2,63.7,22.7,10.6,84.13195057,5.216718569,4.565240809,2.659527587
"Drew County, Arkansas",18778,190.6,455.8,36801,24,37.5,34.1,39.3,2.43,50.42384468,4.8,25,7.7,35.5,13.6,14.3,54,33.6,40.6,26,68.09498399,28.7886873,0.266808965,1.659551761
"Galveston County, Texas",322225,191.2,443.8,58333,14.3,37.5,36.3,38.7,2.66,51.0731913,15.9,29.5,9.1,24.5,19.1,7.5,68.1,49.9,25.6,13.9,77.9217492,13.31016378,3.309936624,2.420147779
"Harrison County, Texas",66746,176.3,429.7,48461,17.1,37.5,36.3,38.9,2.76,56.07321838,12.5,34.5,4.3,34,14,7.7,60.7,43.4,31.5,17.9,72.92711203,21.66463405,0.525467877,2.773386332
"Lauderdale County, Mississippi",78524,161.9,438.8,38869,21.7,37.5,35.1,39.8,2.56,41.78310495,17.9,34.9,6.2,30.9,12.1,9.6,58.4,37.4,37.9,23.2,54.46688045,42.45540635,0.845525604,0.711494138
"Lee County, North Carolina",59660,182.2,462.5,46073,18.5,37.5,36,39.9,2.75,49.61803263,18.3,34.6,6.1,26.4,14.7,10.3,59,36.5,34.3,20.7,69.20293514,19.0682958,1.067016729,7.487630011
"Lincoln County, Arkansas",13820,194.4,402.4,37644,29,37.5,36.3,41.3,2.43,49.38118812,29.3,47.9,2.8,48,6.5,14.2,50.4,32.1,46.4,30.1,66.56947803,31.06954914,0,1.479163704
"Macon County, Alabama",19105,214.8,442.6,28518,32.1,37.5,35.6,38.8,2.24,28.39305781,10.5,19.6,3.5,30.9,10.9,16.9,59.1,31,43.3,24.7,16.83484864,81.28184634,0.214806674,0.594464982
"Madison County, Nebraska",35039,161.2,473.4,51836,13.7,37.5,35.3,39.3,2.43,51.68844149,10.3,28.8,8.1,29.3,13.6,3.1,72.2,49.9,28.2,14.5,92.15630429,1.181965766,0.689242687,2.389564524
"New Castle County, Delaware",556779,177.2,485.9,64632,12.3,37.5,36.1,38.8,2.63,46.45074851,14,31,12.4,28.6,20.6,7.4,73.4,55.4,30.5,17,65.46940469,24.20098136,5.044183224,2.547835595
"Owyhee County, Idaho",11310,152.5,446.4,38478,23.6,37.5,37.4,37.7,2.85,52.37974039,26.8,47,2.2,36.9,6.9,11.7,48.7,29.8,35.5,20.6,88.51636748,0.079197466,0.16719465,4.59345301
"Pettis County, Missouri",42255,217.1,467.3,40038,17.6,37.5,36.2,39,2.56,52.40220693,20,31.1,5.1,32.2,11.5,6.4,61.6,39.7,35.7,20.1,90.38019661,2.847329148,0.407438114,2.8970745
"Polk County, Missouri",31229,183.4,413.5,38344,18.1,37.5,36.1,38.6,2.52,56.62865895,17,26.4,7.4,38.8,10.4,9.5,62.3,35.9,39.4,21.8,95.49619057,0.980486707,0.430771209,0.350403446
"Putnam County, Indiana",37585,197.1,444.2,49467,13.5,37.5,36.4,39.3,2.52,52.81049885,12.5,34.4,3.9,42.8,8.7,7.3,73.9,53.4,28.2,13.4,93.15272244,4.124833997,0.871181939,0.241699867
"Rockdale County, Georgia",88856,162.1,437.7,48287,17.3,37.5,35.6,39.3,2.91,48.17540425,18.8,40,5.8,31.2,17.4,11.2,62.2,44,28.6,15.8,44.24805238,49.2894213,1.965454943,2.212862913
"St. Francis County, Arkansas",26589,202.9,375.9,30489,33.4,37.5,36.6,39.6,2.51,37.06256628,20.7,31.3,2.7,39.7,7.1,11.7,45.2,27.7,48.4,32.4,43.44121412,51.87420004,0.288901079,2.062534284
"Cabarrus County, North Carolina",196762,173.6,499.6,55250,12.2,37.4,35.9,38.5,2.78,56.38540224,19.4,35.6,6.3,28,18.9,9.2,70.1,50.5,27.2,15.3,74.86874585,16.49794293,2.524751161,3.683078965
"Clark County, Washington",459495,178.2,427.4,61747,9.9,37.4,36.6,38.3,2.71,53.29996737,17.4,33.2,6.4,25.3,17.8,8.6,69.8,49,32.2,17.3,84.72754024,1.929332787,4.225364787,3.113118833
"Decatur County, Georgia",27174,198.3,407.8,33968,27.7,37.4,34.1,40.6,2.46,40.955342,24.4,31.6,5.7,34.9,9.3,6.5,48.9,34.5,40.4,27.2,53.07546205,41.62100957,0.314120827,3.900942362
"Decatur County, Iowa",8220,209.1,458.3,36742,21.3,37.4,35.1,39.6,2.38,52.00381679,12.4,26,2.6,38.6,13.9,7.5,62.2,36.3,40,20.9,95.46611711,1.685052734,0.703115529,0.133349497
"Fairfax County, Virginia",1142234,126.9,381.8,110507,6.7,37.4,36.4,38.4,2.85,58.25617107,14,22.4,22.2,13,30.9,4.9,81.8,56.3,17.1,6.6,62.90432897,9.363244448,18.36696724,4.488439137
"Hendricks County, Indiana",158192,167.4,455.2,70358,6.4,37.4,36.3,38.5,2.76,60.63639025,19.5,34.8,9,28.9,23.5,5.3,82.3,63.8,19.8,8.4,89.29579301,5.765959527,2.396454525,0.847264314
"Humboldt County, California",135727,177.4,459.5,40581,21,37.4,36.6,38.3,2.47,40.60826608,9.3,25.7,6.5,25.2,18.5,10.5,55.1,33.3,41.4,24.2,81.32840618,1.27079106,2.638594724,3.561325296
"Jefferson County, Alabama",660367,186.7,466.5,44852,19.5,37.4,35.7,39.1,2.47,41.80064309,13.2,29,10.6,26.5,18.6,9.1,66.7,46.3,33.2,18.7,52.76878302,42.34825333,1.570196017,1.912367646
"Jessamine County, Kentucky",51961,186.9,500.6,51227,14.7,37.4,35.8,38.1,2.65,57.68894714,15.1,32.6,9.1,28.9,16.2,8.8,68,47.6,32.7,19.1,92.25083453,3.598394532,1.144492132,0.713320617
"Johnston County, North Carolina",185660,184.9,459.8,50055,15.3,37.4,36.4,38.6,2.85,55.35270379,20.9,34.1,6.7,30.4,14.8,8.9,64.1,46,30.6,18.5,78.44850781,15.02612166,0.681069082,2.990537904
"Kenosha County, Wisconsin",168437,188.1,470.4,53945,15.4,37.4,36.4,38.3,2.62,47.54051019,12,40.2,7.2,32.8,16.3,9.7,69.8,52.4,32,18.6,87.4768985,7.381153942,1.393244226,1.275202995
"Lincoln County, Nevada",5036,127.4,318.5,45629,15.1,37.4,37.3,38.1,2.55,59.21402018,30.1,38.4,0.8,32.1,15.9,11.8,64.1,48.5,31.5,15.5,90.64304967,2.9264536,0.077011937,0.904890258
"Lynn County, Texas",5724,154.4,303,41589,18.3,37.4,36.6,38.7,2.62,50.63985375,14.5,43.4,3.9,31.9,12.5,10.9,49.6,32,39.1,24.4,84.94101319,1.231783484,0.208188758,8.917418459
"Morrow County, Oregon",11190,191.7,497.6,51839,16.3,37.4,36.9,38.2,2.96,59.65005302,29.6,41.5,2,35.4,7.9,8.6,63.5,45.2,34.6,20.3,86.2906105,0.437343806,0.383791503,8.38093538
"Pasquotank County, North Carolina",39829,203.9,473.4,44596,18.8,37.4,35.5,39.7,2.61,50.71982281,9.3,24.7,6.5,29.9,12.3,10.1,62.9,33.4,36.1,19.5,58.6211205,36.9308811,1.431855665,0.562246989
"Polk County, Oregon",79391,165.5,469.8,52626,14.1,37.4,36.4,38.5,2.65,53.57017359,10.8,27.6,4.3,26.8,18.1,10.8,69.4,45.4,36.1,18.2,87.54141644,0.679488507,2.098001657,2.724425347
"Rapides Parish, Louisiana",132141,189,484.9,40406,19.8,37.4,35.3,39.1,2.68,44.89449176,20.7,35.6,4.6,37,11.6,8.6,57.1,36.4,40.6,22.6,64.04462091,32.02041974,1.522404991,0.22234827
"St. Charles County, Missouri",385590,162.9,465.2,74220,6.8,37.4,36.3,38.7,2.65,59.06748802,9.2,28.8,10.1,26.1,23.3,5.1,84,65.7,19.2,8.2,90.34724724,4.490068169,2.298261763,0.551486773
"Bleckley County, Georgia",12243,162.6,393.3,40454,23.2,37.3,35.8,38.9,2.71,49.89059081,5.4,37.1,1.6,44.8,9.7,4.8,64.4,45.7,37.7,19.3,69.97489408,26.21999059,0.635493488,1.663266907
"Bourbon County, Kansas",14712,166.6,416.5,38430,18.4,37.3,34,40.7,2.54,52.63250883,12.6,28,3.9,31.2,13.9,3.3,65.8,43.8,37,20.5,93.07993519,3.524169592,0.870915474,0.14852822
"Campbell County, Kentucky",92066,198.6,518.7,52349,13.2,37.3,35.9,38.5,2.49,46.76269132,9.4,28.7,12.7,31,18.2,6.8,72.4,50.1,28.3,14.9,93.6386991,3.211806505,0.812243782,0.637332605
"Charles Mix County, South Dakota",9383,181.9,464.7,41395,24,37.3,35.7,38.8,2.78,48.94355093,23.7,38.9,6,37.9,13.2,5.1,56.8,27.5,36.8,20.6,63.91384349,0.043294729,0.184002598,0.422123606
"Duval County, Texas",11388,166.7,323.8,35069,26,37.3,35.3,39.1,2.8,45.51689103,28.5,39.4,0,33.3,5.7,10.9,43.6,25.9,39.8,22.1,85.71305174,0.85514382,0.371426103,12.27433705
"Floyd County, Texas",5901,173.5,376.7,36898,23.7,37.3,37.5,37.1,2.54,53.87484459,13.9,33.2,7.4,29.1,12.9,8,49.7,28.1,41.4,25.2,91.58303658,2.929750728,0.080932341,2.379410813
"Hutchinson County, Texas",21734,158.9,422.7,51508,13.9,37.3,36.1,38.7,2.62,48.88513921,20.9,37.6,1.6,31.2,10.8,5.3,60.9,40.7,34.3,18.8,89.02461341,2.726690457,0.613047854,3.527312654
"Johnson County, Indiana",149633,165.1,430.4,58833,10.2,37.3,36.2,38.6,2.69,58.17533321,18.8,32.1,10.5,33.8,19.4,6.3,76.4,57.9,24.7,12.6,92.80991452,2.165539497,2.013114079,1.23794157
"Kankakee County, Illinois",110879,192.2,490.4,56326,14.7,37.3,36.1,38.5,2.61,47.87181996,10.7,32.2,6.9,34.1,11.5,9.8,68,48.8,35,19.8,80.25948797,15.0265993,1.11209132,1.447144474
"Knox County, Tennessee",451324,181.6,484.4,47199,17.7,37.3,35.9,38.7,2.39,46.71082117,9.5,27.4,12.1,26.5,21,6.5,71.1,51,29.4,16.4,85.65156139,9.069468075,2.013061834,0.913698273
"Leavenworth County, Kansas",79315,166.5,416.3,65549,10.9,37.3,36.4,38.6,2.7,56.92974913,13.3,30.5,8.1,30.9,16.4,5.9,80.2,42.7,26.7,10.6,83.88535927,8.462551293,1.574903806,1.127487952
"Solano County, California",436092,176.7,472.3,67106,12.3,37.3,35.9,38.7,2.89,50.1044481,14.7,32.5,6.5,23.8,17.6,11.4,69.2,47.6,32.4,18.1,53.81430078,13.90759431,15.06037538,8.719844605
"Wayne County, Georgia",29534,205.6,482.8,41093,25.5,37.3,36.7,38.4,2.77,51.61931254,26.2,32.6,0.4,42.1,7.8,11.3,53.3,35,35.8,20.9,74.35931572,20.89795647,0.103175131,2.09012847
"Wharton County, Texas",41486,173.1,424.5,44110,16.8,37.3,35.7,37.9,2.77,47.5137372,16.7,46.6,5.3,33.6,9.5,6.6,54.7,40.6,32.9,21.9,82.86884451,14.38542071,0.055738658,1.899961225
"Chester County, Tennessee",17471,180.6,407.4,40980,20.1,37.2,36.1,38.2,2.66,52.354297,11.1,24.1,6.1,38.5,9,13.5,61.4,42,34.2,19.7,86.53313323,10.54029093,0.32902332,1.587393212
"Escambia County, Florida",311003,186.7,444.2,46139,15.3,37.2,34.9,39.6,2.53,41.92591941,12.9,30.9,6.7,28.9,16.4,9.4,65.5,36.3,35,18.2,68.96159986,21.60403752,2.893639803,1.201004156
"Glenn County, California",28017,165.2,443.4,43755,17.1,37.2,35.6,38.5,2.92,50.81604717,23.6,27.2,5.5,29.6,10.7,12.6,52.7,34.1,41.2,26.3,85.25812551,0.966855757,2.479574726,6.564629491
"Grundy County, Illinois",50541,193.1,530.2,70092,8.5,37.2,36.5,38.3,2.7,56.75967986,15.2,30.2,10.2,37.6,13.7,7.8,77.4,58.1,27.2,14.3,94.30355829,1.453945144,0.714044195,2.356942538
"King County, Washington",2117125,152.7,464.2,75738,11.3,37.2,36.4,38,2.45,46.8503058,12.2,23.1,19.4,16.5,29.6,6.3,75.8,56.7,23.9,12.7,68.06838157,6.198490925,15.57673545,2.803169097
"Lander County, Nevada",5903,123.8,309.5,74347,11,37.2,36.4,37.6,2.79,56.90633869,24.3,51.6,3.3,37.5,4.7,12,69.1,53.7,24.4,11.3,88.44601413,0.134544231,0.807265388,2.371342079
"Matagorda County, Texas",36770,166.6,420.8,41587,22.1,37.2,36.5,38.2,2.7,49.71603647,20.2,49,2,35.4,11.7,6.4,52,36.3,35.7,22.2,80.4114979,10.19181376,2.084813378,2.877206405
"Murray County, Georgia",39565,204,453,40976,18.7,37.2,36.4,38.3,2.75,54.97330711,24.8,34.1,2.1,36.8,6.4,11.1,53.2,41.6,33.8,21.1,95.07880511,0.9162204,0.43146113,2.169995685
"Spokane County, Washington",490945,171,440.7,50083,16.3,37.2,35.7,38.7,2.45,48.18837711,10.9,29.3,8.6,25.7,18.1,8.4,65.2,42.5,36.5,21.4,89.03816718,1.827041461,2.315985625,1.03362505
"St. Charles Parish, Louisiana",52812,190.3,470.8,60751,12.1,37.2,36,37.9,2.83,50.8948485,21.7,31.7,6.1,36.7,14.9,7.7,66.5,50.7,28.2,18.6,70.57884838,26.34358555,1.105644104,0.678204373
"Strafford County, New Hampshire",126825,177.6,502.6,58577,11.8,37.2,36.1,38.3,2.48,49.94167427,6.1,23.5,7.9,28,21.1,6.5,74.8,54.5,26.2,12.4,93.39362832,0.957907929,2.885697636,0.395935277
"Union County, North Carolina",222742,158.6,429.7,64381,10.8,37.2,36.3,38.2,2.99,64.70421858,16,31.6,7.2,25.2,24.1,7.7,74.3,54.5,23.1,12.3,81.04412853,11.83148879,2.118338316,3.021712851
"Alameda County, California",1638215,147.7,413.4,76996,12.5,37.1,36.2,38.1,2.78,48.34346322,10.9,24.5,15.2,18.5,25,8.3,70.7,52.8,27.9,16.6,44.70445424,11.6646677,27.70092802,8.286461117
